"Note_Id"	"Prompt"	"Prompt_Raw"	"SAS_Show_Prompt"	"SAS_Prompt"	"SAS_Prompt_Raw"	"SAS1"	"SAS1_Raw"	"SAS2"	"SAS2_Raw"	"SAS_Refs"	"SAS_Refs_Raw"	"SAS_Cat"	"R_Prompt"	"R_Prompt_Raw"	"R1"	"R1_Raw"	"R2"	"R2_Raw"	"R_Cat"	"R_vs_SAS"	"R_vs_SAS_Raw"	"Tags"
"DS677572"	"Give the functions for calculating the row sums and column sums of a matrix. What happens if they are applied to a higher-dimension array? What is a generalization of these functions?"	"Give the functions for calculating the row sums and column sums of a matrix. What happens if they are applied to a higher-dimension array? What is a generalization of these functions?"	"Y"	""	""	""	""	""	""	""	""	"XX"	""	""	"<font class=dscode>rowSums(x)</font>, <font class=dscode>colSums(x)</font><br><br>When applied to higher-dimensional parameters, can use the <font class=dscode>dims</font> parameter. <br>Let&apos;s call the dimensions of a 3 dimensional array rows, columns, and planes.<br>If <font class=dscode>dims=n</font> (which must be &gt;= 1 and  <font class=dscode>&lt; length(dim(x))</font>), then:<br><font class=dscode>rowSums</font> - function returns array of the first n dimensions, and other dimensions are summed over<br><font class=dscode>colSums</font> - function sums over the first n dimensions, and the other dimensions define the return array<br><font class=dscode>rowSums(x, dim=1)  # returns row totals (sum over columns and planes)</font><br><font class=dscode>rowSums(x, dim=2)  # returns row x col totals (sum over planes)</font><br><br><font class=dscode>colSums(x, dim=1) # returns col x plane totals (sum over rows)</font><br><font class=dscode>colSums(x, dim=2) # returns plane totals (sum over rows and cols)</font>"	"`rowSums(x)`, `colSums(x)`

When applied to higher-dimensional parameters, can use the `dims` parameter. 
Let's call the dimensions of a 3 dimensional array rows, columns, and planes.
If `dims=n` (which must be >= 1 and  `< length(dim(x))`), then:
`rowSums` - function returns array of the first n dimensions, and other dimensions are summed over
`colSums` - function sums over the first n dimensions, and the other dimensions define the return array
`rowSums(x, dim=1)  # returns row totals (sum over columns and planes)`
`rowSums(x, dim=2)  # returns row x col totals (sum over planes)`

`colSums(x, dim=1) # returns col x plane totals (sum over rows)`
`colSums(x, dim=2) # returns plane totals (sum over rows and cols)`"	"<font class=dscode>array</font> is more general. You can specify the function and arbitrary margins to apply the function to. For example, if <font class=dscode>MARGINS=c(3,1)</font>, then the return value is an array whose rows are planes (of x) and columns are rows (of x), with the value in the cell the sum over the remaining dimension(s) [in this case, the columns of x].<br><br>The documentation notes that <font class=dscode>array</font> is slower, but <font class=dscode>rowSums</font> is less careful about maintaining the types of missing values."	"`array` is more general. You can specify the function and arbitrary margins to apply the function to. For example, if `MARGINS=c(3,1)`, then the return value is an array whose rows are planes (of x) and columns are rows (of x), with the value in the cell the sum over the remaining dimension(s) [in this case, the columns of x].

The documentation notes that `array` is slower, but `rowSums` is less careful about maintaining the types of missing values."	"base"	""	""	"R_include R_base SAS_XX"
"DS677703"	"Give the difference between a FREQ statement and a WEIGHT statement in various statistical procedures that support both (PROC REG, GLM, LOGISTIC, etc.)"	"Give the difference between a FREQ statement and a WEIGHT statement in various statistical procedures that support both (PROC REG, GLM, LOGISTIC, etc.)"	"Y"	""	""	"The FREQ statement specifies a frequency weight, i.e., it must be an integer, and if the value is n, the data is analyzed exactly as if the row was repeated n times in the data set.<br><br>The WEIGHT statement can (usually) be used to get the proper point estimate of the effect in an IPTW analysis, if you pass IPT weights."	"The FREQ statement specifies a frequency weight, i.e., it must be an integer, and if the value is n, the data is analyzed exactly as if the row was repeated n times in the data set.

The WEIGHT statement can (usually) be used to get the proper point estimate of the effect in an IPTW analysis, if you pass IPT weights."	""	""	""	""	"base"	""	""	""	""	""	""	"XS"	""	""	"SAS_include R_XS SAS_base"
"DS686355"	"Are language elements case-sensitive?"	"Are language elements case-sensitive?"	"Y"	"If yes, does that mean the software completely ignores the capitalization given by the user?"	"If yes, does that mean the software completely ignores the capitalization given by the user?"	"No. String contents of course are, but language elements and user-defined member names, variable names, etc. are not. <br><br>However, for variable names, the capitalization from when the variable is first defined is stored for display, but users can use any capitalization when referring to the variable in the programming language.<br><br><font class=dscode>data set1;</font><br><font class=dscode>  Var1 = 3;</font><br><font class=dscode>  VAR1 = 10; /* reassign the value */</font><br><font class=dscode>run;</font><br>Running PROC CONTENTS on <font class=dscode>set1</font> would list the single variable with name <font class=dscode>Var1</font>.<br><br>The same isn&apos;t true for data set and other member names (views, etc.). I know of no way to have the program print a data set&apos;s name as <font class=dscode>Set1</font> even if the data set was created as <font class=dscode>DATA Set1;</font>."	"No. String contents of course are, but language elements and user-defined member names, variable names, etc. are not. 

However, for variable names, the capitalization from when the variable is first defined is stored for display, but users can use any capitalization when referring to the variable in the programming language.

`data set1;`
`  Var1 = 3;`
`  VAR1 = 10; /* reassign the value */`
`run;`
Running PROC CONTENTS on `set1` would list the single variable with name `Var1`.

The same isn't true for data set and other member names (views, etc.). I know of no way to have the program print a data set's name as `Set1` even if the data set was created as `DATA Set1;`."	""	""	""	""	"base"	""	""	"Yes"	"Yes"	""	""	"base"	""	""	"R_include SAS_include R_base SAS_base"
"DS691694"	"Drop procedure title from ODS output."	"Drop procedure title from ODS output."	"Y"	"For example, this drops the title &apos;The FREQ Procedure&apos; from output generated by this procedure"	"For example, this drops the title 'The FREQ Procedure' from output generated by this procedure"	"<font class=dscode>ODS NOPROCTITLE;</font>"	"`ODS NOPROCTITLE;`"	""	""	""	""	"ods"	""	""	""	""	""	""	"XS"	""	""	"SAS_include R_XS SAS_ods"
"DS697722"	"Give the modulus operator."	"Give the modulus operator."	"Y"	""	""	"<font class=dscode>IF var % 2 THEN ...</font>"	"`IF var % 2 THEN ...`"	""	""	""	""	"base"	""	""	"<font class=dscode>%%</font>"	"`%%`"	""	""	"base"	""	""	"R_include SAS_include R_base SAS_base"
"DS699100"	"Proportion and 95% CI (Wilson, exact, other)"	"Proportion and 95% CI (Wilson, exact, other)"	"Y"	"Give relevant PROC(s)."	"Give relevant PROC(s)."	"PROC FREQ"	"PROC FREQ"	""	""	""	""	"stat"	""	""	""	""	""	""	"stat"	""	""	"SAS_include R_stat SAS_stat"
"DS700606"	"How are functions called from code within packages?"	"How are functions called from code within packages?"	""	"Give search path for macros."	"Give search path for macros."	"1. Session-compiled<br>2. Stored compiled macros<br>3. Autocall macros (<font class=dscode>SASAUTOS</font>), this can be a list of directories, and they are searched in order.<br>4. SASHelp library for compiled macros shipped with the software"	"1. Session-compiled
2. Stored compiled macros
3. Autocall macros (`SASAUTOS`), this can be a list of directories, and they are searched in order.
4. SASHelp library for compiled macros shipped with the software"	""	""	""	""	"macro"	""	""	""	""	""	""	"base"	""	""	"SAS_include R_base SAS_macro"
"DS712798"	"Select all variables in character vector. Give two functions, one of which gives an error if variable not found, and the other doesn&apos;t."	"Select all variables in character vector. Give two functions, one of which gives an error if variable not found, and the other doesn't."	"Y"	""	""	""	""	""	""	""	""	"base_internal"	"(tidy-select)"	"(tidy-select)"	"<font class=dscode>all_of(v)</font> (gives error)<br><font class=dscode>any_of(v)</font> (no error)"	"`all_of(v)` (gives error)
`any_of(v)` (no error)"	""	""	"tidy"	""	""	"R_include R_tidy SAS_base_internal"
"DS713753"	"Combine the results of a multiple imputed data set and get a single effect estimate."	"Combine the results of a multiple imputed data set and get a single effect estimate."	"Y"	"Give relevant PROC(s)."	"Give relevant PROC(s)."	"PROC MIANALYZE"	"PROC MIANALYZE"	""	""	""	""	"stat"	""	""	""	""	""	""	"stat"	""	""	"SAS_include R_stat SAS_stat"
"DS719443"	"Create a custom ODS style."	"Create a custom ODS style."	"Y"	"For example, maybe you want to change the font or font sizes used by a built-in style."	"For example, maybe you want to change the font or font sizes used by a built-in style."	"This uses PROC TEMPLATE to modify a template and follows the same procedure as modifying an ODS Statistical Graphics template discussed elsewhere in these notes."	"This uses PROC TEMPLATE to modify a template and follows the same procedure as modifying an ODS Statistical Graphics template discussed elsewhere in these notes."	""	""	""	""	"ods"	""	""	""	""	""	""	"XTBD_display"	""	""	"SAS_include R_XTBD_display SAS_ods"
"DS728490"	"Select variables whose name(s) start with, end with, or contain some string. (3 functions)"	"Select variables whose name(s) start with, end with, or contain some string. (3 functions)"	"Y"	""	""	"<font class=dscode>VAR: # variables starting with VAR</font><br>For others, no simple option, would have to manipulate <font class=dscode>DICTIONARY.COLUMNS</font>."	"`VAR: # variables starting with VAR`
For others, no simple option, would have to manipulate `DICTIONARY.COLUMNS`."	""	""	""	""	"base"	"(tidy-select)"	"(tidy-select)"	"<font class=dscode>starts_with(&quot;string&quot;)</font><br><font class=dscode>ends_with(&quot;string&quot;)</font><br><font class=dscode>contains(&quot;string&quot;)</font><br>"	"`starts_with(""string"")`
`ends_with(""string"")`
`contains(""string"")`
"	""	""	"tidy"	""	""	"R_include SAS_include R_tidy SAS_base"
"DS737322"	"What&apos;s the behavior when you have both a WHERE statement and a BY statement in the data set? What about a subsetting-IF statement and a BY statement?"	"What's the behavior when you have both a WHERE statement and a BY statement in the data set? What about a subsetting-IF statement and a BY statement?"	"Y"	""	""	"WHERE statement is processed before the BY statement (which assigns FIRST./LAST.). A subsetting-IF statement is not. So these give potentially two different results."	"WHERE statement is processed before the BY statement (which assigns FIRST./LAST.). A subsetting-IF statement is not. So these give potentially two different results."	""	""	""	""	"base"	""	""	""	""	""	""	"XS"	""	""	"SAS_include R_XS SAS_base"
